2015-07-08 15:06:05 - Humidity state updated to 94.00
2015-07-08 15:57:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:57:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:57:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:57:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:57:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:58:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:58:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:58:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:58:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:58:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:58:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:58:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:58:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:58:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:58:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:58:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:58:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:58:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:58:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:58:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:58:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:59:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:59:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:59:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:59:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:59:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:59:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:59:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:59:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:59:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:59:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:59:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:59:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:59:30 - Window_FF_Bath state updated to OPEN
2015-07-08 15:59:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:59:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:59:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:00:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:00:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:00:00 - Window_GF_Living state updated to CLOSED
2015-07-08 16:00:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:00:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:00:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:00:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:00:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:00:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:00:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:00:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:00:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:00:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:00:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:00:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:00:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:01:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:01:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:01:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:01:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:01:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:01:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:01:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:01:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:01:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:01:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:01:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:01:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:01:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:01:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:01:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:01:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:02:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:02:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:02:00 - Window_GF_Living state updated to CLOSED
2015-07-08 16:02:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:02:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:02:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:02:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:02:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:02:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:02:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:02:30 - Window_GF_Living state updated to CLOSED
2015-07-08 16:02:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:02:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:02:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:02:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:02:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:03:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:03:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:03:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:03:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:03:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:03:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:03:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:03:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:03:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:03:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:03:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:03:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:03:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:03:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:03:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:03:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:04:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:04:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:04:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:04:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:04:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:04:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:04:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:04:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:04:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:04:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:04:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:04:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:04:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:04:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:04:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:04:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:05:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:05:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:05:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:05:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:05:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:05:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:05:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:05:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:05:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:05:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:05:30 - Window_GF_Living state updated to CLOSED
2015-07-08 16:05:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:05:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:05:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:05:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:05:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:06:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:06:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:06:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:06:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:06:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:06:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:06:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:06:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:06:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:06:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:06:30 - Window_GF_Living state updated to CLOSED
2015-07-08 16:06:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:06:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:06:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:06:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:06:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:07:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:07:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:07:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:07:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:07:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:07:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:07:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:07:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:07:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:07:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:07:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:07:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:07:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:07:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:07:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:07:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:08:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:08:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:08:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:08:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:08:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:08:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:08:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:08:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:08:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:08:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:08:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:08:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:08:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:08:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:08:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:08:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:09:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:09:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:09:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:09:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:09:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:09:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:09:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:09:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:09:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:09:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:09:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:09:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:09:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:09:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:09:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:09:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:10:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:10:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:10:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:10:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:10:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:10:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:10:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:10:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:10:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:10:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:10:30 - Window_GF_Living state updated to CLOSED
2015-07-08 16:10:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:10:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:10:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:10:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:10:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:11:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:11:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:11:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:11:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:11:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:11:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:11:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:11:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:11:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:11:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:11:30 - Window_GF_Living state updated to CLOSED
2015-07-08 16:11:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:11:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:11:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:11:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:11:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:12:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:12:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:12:00 - Window_GF_Living state updated to CLOSED
2015-07-08 16:12:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:12:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:12:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:12:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:12:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:12:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:12:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:12:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:12:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:12:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:12:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:12:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:12:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:13:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:13:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:13:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:13:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:13:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:13:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:13:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:13:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:13:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:13:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:13:30 - Window_GF_Living state updated to CLOSED
2015-07-08 16:13:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:13:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:13:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:13:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:13:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:14:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:14:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:14:00 - Window_GF_Living state updated to CLOSED
2015-07-08 16:14:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:14:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:14:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:14:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:14:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:14:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:14:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:14:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:14:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:14:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:14:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:14:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:14:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:15:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:15:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:15:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:15:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:15:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:15:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:15:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:15:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:15:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:15:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:15:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:15:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:15:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:15:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:15:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:15:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:16:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:16:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:16:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:16:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:16:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:16:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:16:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:16:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:16:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:16:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:16:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:16:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:16:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:16:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:16:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:16:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:17:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:17:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:17:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:17:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:17:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:17:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:17:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:17:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:17:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:17:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:17:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:17:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:17:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:17:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:17:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:17:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:18:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:18:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:18:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:18:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:18:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:18:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:18:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:18:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:18:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:18:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:18:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:18:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:18:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:18:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:18:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:18:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:19:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:19:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:19:00 - Window_GF_Living state updated to CLOSED
2015-07-08 16:19:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:19:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:19:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:19:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:19:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:19:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:19:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:19:30 - Window_GF_Living state updated to OPEN
2015-07-08 16:19:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:19:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:19:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:19:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:19:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:20:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:20:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:20:00 - Window_GF_Living state updated to CLOSED
2015-07-08 16:20:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:20:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:20:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:20:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:20:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:20:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 16:20:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:20:30 - Window_GF_Living state updated to CLOSED
2015-07-08 16:20:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:20:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:20:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 16:20:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:20:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:21:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:21:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:21:00 - Window_GF_Living state updated to CLOSED
2015-07-08 16:21:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:21:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:21:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:21:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:21:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:21:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:21:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:21:30 - Window_GF_Living state updated to CLOSED
2015-07-08 16:21:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:21:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:21:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:21:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:21:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:22:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:22:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:22:00 - Window_GF_Living state updated to CLOSED
2015-07-08 16:22:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:22:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 16:22:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:22:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:22:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:22:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:22:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 16:22:30 - Window_GF_Living state updated to CLOSED
2015-07-08 16:22:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 16:22:30 - Window_FF_Bath state updated to OPEN
2015-07-08 16:22:30 - Window_FF_Bed state updated to OPEN
2015-07-08 16:22:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 16:22:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 16:23:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:23:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:23:00 - Window_GF_Living state updated to OPEN
2015-07-08 16:23:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 16:23:00 - Window_FF_Bath state updated to OPEN
2015-07-08 16:23:00 - Window_FF_Bed state updated to OPEN
2015-07-08 16:23:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 16:23:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 16:23:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 16:23:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 16:23:30 - Window_GF_Living state updated to CLOSED
